hs6_code,ucc_code,ucc_description,map_weight,confidence_level
030459,070110,CANNED FISH AND SEAFOOD,0.2036,MEDIUM
030459,070230,FRESH FISH AND SHELLFISH,0.2036,MEDIUM
030459,070240,FROZEN FISH AND SHELLFISH,0.2036,MEDIUM
030461,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030461,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030461,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030462,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030462,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030462,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030463,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030463,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030463,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030469,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030469,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030469,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030471,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030471,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030471,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030472,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030472,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030472,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030473,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030473,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030473,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030475,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030475,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030475,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030479,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-LOW
030479,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-LOW
030479,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-LOW
030481,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030481,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030481,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030482,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030482,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030482,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030483,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030483,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030483,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030484,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030484,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030484,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030486,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030486,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030486,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030487,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030487,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030487,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030489,110310,ORANGES,0.2557,HIGH
030489,070110,CANNED FISH AND SEAFOOD,0.1667,MEDIUM
030489,070230,FRESH FISH AND SHELLFISH,0.1667,MEDIUM
030489,070240,FROZEN FISH AND SHELLFISH,0.1667,MEDIUM
030489,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.1283,MEDIUM
030489,130110,FROZEN ORANGE JUICE,0.1161,MEDIUM-LOW
030491,070110,CANNED FISH AND SEAFOOD,0.2714,MEDIUM-HIGH
030491,070230,FRESH FISH AND SHELLFISH,0.2714,MEDIUM-HIGH
030491,070240,FROZEN FISH AND SHELLFISH,0.2714,MEDIUM-HIGH
030491,050410,LAMB AND ORGAN MEATS,0.1858,MEDIUM
030492,050410,LAMB AND ORGAN MEATS,1.0,MEDIUM
030493,070110,CANNED FISH AND SEAFOOD,0.3169,MEDIUM-HIGH
030493,070230,FRESH FISH AND SHELLFISH,0.262,MEDIUM-HIGH
030493,070240,FROZEN FISH AND SHELLFISH,0.262,MEDIUM-HIGH
030493,050410,LAMB AND ORGAN MEATS,0.1591,MEDIUM-LOW
030494,070110,CANNED FISH AND SEAFOOD,0.3094,MEDIUM-HIGH
030494,070230,FRESH FISH AND SHELLFISH,0.2516,MEDIUM-HIGH
030494,070240,FROZEN FISH AND SHELLFISH,0.2516,MEDIUM-HIGH
030494,050410,LAMB AND ORGAN MEATS,0.1874,MEDIUM
030495,070110,CANNED FISH AND SEAFOOD,0.2737,MEDIUM-LOW
030495,070230,FRESH FISH AND SHELLFISH,0.2565,MEDIUM
030495,070240,FROZEN FISH AND SHELLFISH,0.2565,MEDIUM
030495,050410,LAMB AND ORGAN MEATS,0.2132,MEDIUM
030499,050410,LAMB AND ORGAN MEATS,0.3022,MEDIUM
030499,070110,CANNED FISH AND SEAFOOD,0.2454,MEDIUM
030499,070230,FRESH FISH AND SHELLFISH,0.2262,MEDIUM
030499,070240,FROZEN FISH AND SHELLFISH,0.2262,MEDIUM
030510,180210,FROZEN MEALS,0.3448,MEDIUM-HIGH
030510,070110,CANNED FISH AND SEAFOOD,0.2184,MEDIUM-LOW
030510,070230,FRESH FISH AND SHELLFISH,0.2184,MEDIUM-LOW
030510,070240,FROZEN FISH AND SHELLFISH,0.2184,MEDIUM-LOW
030520,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030520,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030520,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030531,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030531,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030531,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030532,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-LOW
030532,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-LOW
030532,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-LOW
030539,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030539,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030539,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030541,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030541,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030541,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030543,050410,LAMB AND ORGAN MEATS,0.2828,HIGH
030543,070110,CANNED FISH AND SEAFOOD,0.2391,MEDIUM-HIGH
030543,070230,FRESH FISH AND SHELLFISH,0.2391,MEDIUM-HIGH
030543,070240,FROZEN FISH AND SHELLFISH,0.2391,MEDIUM-HIGH
030544,070110,CANNED FISH AND SEAFOOD,0.2531,MEDIUM-HIGH
030544,070230,FRESH FISH AND SHELLFISH,0.2531,MEDIUM-HIGH
030544,070240,FROZEN FISH AND SHELLFISH,0.2531,MEDIUM-HIGH
030544,050410,LAMB AND ORGAN MEATS,0.2408,MEDIUM-HIGH
030549,050410,LAMB AND ORGAN MEATS,0.281,HIGH
030549,070110,CANNED FISH AND SEAFOOD,0.2397,MEDIUM
030549,070230,FRESH FISH AND SHELLFISH,0.2397,MEDIUM
030549,070240,FROZEN FISH AND SHELLFISH,0.2397,MEDIUM
030551,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030551,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030551,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030552,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030552,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030552,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030553,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030553,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030553,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030554,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030554,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030554,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030559,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030559,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030559,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030561,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030561,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030561,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030562,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030562,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030562,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030564,070110,CANNED FISH AND SEAFOOD,0.2561,MEDIUM-HIGH
030564,070230,FRESH FISH AND SHELLFISH,0.2561,MEDIUM-HIGH
030564,070240,FROZEN FISH AND SHELLFISH,0.2561,MEDIUM-HIGH
030564,050410,LAMB AND ORGAN MEATS,0.2316,MEDIUM-HIGH
030569,050410,LAMB AND ORGAN MEATS,0.2637,HIGH
030569,070110,CANNED FISH AND SEAFOOD,0.2454,MEDIUM
030569,070230,FRESH FISH AND SHELLFISH,0.2454,MEDIUM
030569,070240,FROZEN FISH AND SHELLFISH,0.2454,MEDIUM
030571,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM-HIGH
030571,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030571,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM-HIGH
030572,070110,CANNED FISH AND SEAFOOD,0.3333,MEDIUM
030572,070230,FRESH FISH AND SHELLFISH,0.3333,MEDIUM
030572,070240,FROZEN FISH AND SHELLFISH,0.3333,MEDIUM
030579,050410,LAMB AND ORGAN MEATS,0.256,MEDIUM-HIGH
030579,070110,CANNED FISH AND SEAFOOD,0.248,MEDIUM-HIGH
030579,070230,FRESH FISH AND SHELLFISH,0.248,MEDIUM-HIGH
030579,070240,FROZEN FISH AND SHELLFISH,0.248,MEDIUM-HIGH
030611,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030612,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030614,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030615,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030616,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030617,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030619,180210,FROZEN MEALS,0.5454,MEDIUM-HIGH
030619,070110,CANNED FISH AND SEAFOOD,0.4546,MEDIUM
030621,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030622,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030624,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030625,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030626,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030627,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030629,180210,FROZEN MEALS,0.5714,HIGH
030629,070110,CANNED FISH AND SEAFOOD,0.4286,MEDIUM
030631,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030632,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030633,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030634,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030635,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030636,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030639,180210,FROZEN MEALS,0.5722,MEDIUM-HIGH
030639,070110,CANNED FISH AND SEAFOOD,0.4278,MEDIUM
030691,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030692,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030693,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030695,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030699,180210,FROZEN MEALS,0.5714,HIGH
030699,070110,CANNED FISH AND SEAFOOD,0.4286,MEDIUM
030711,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030712,070110,CANNED FISH AND SEAFOOD,1.0,HIGH
030719,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030721,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030722,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030729,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030741,070110,CANNED FISH AND SEAFOOD,0.5385,MEDIUM-HIGH
030741,070230,FRESH FISH AND SHELLFISH,0.2308,MEDIUM-LOW
030741,070240,FROZEN FISH AND SHELLFISH,0.2308,MEDIUM-LOW
030742,070110,CANNED FISH AND SEAFOOD,0.5385,MEDIUM-HIGH
030742,070230,FRESH FISH AND SHELLFISH,0.2308,MEDIUM-LOW
030742,070240,FROZEN FISH AND SHELLFISH,0.2308,MEDIUM-LOW
030743,070110,CANNED FISH AND SEAFOOD,0.5715,MEDIUM-HIGH
030743,070230,FRESH FISH AND SHELLFISH,0.2143,MEDIUM-LOW
030743,070240,FROZEN FISH AND SHELLFISH,0.2143,MEDIUM-LOW
030749,070110,CANNED FISH AND SEAFOOD,0.5687,MEDIUM-HIGH
030749,070230,FRESH FISH AND SHELLFISH,0.2157,MEDIUM-LOW
030749,070240,FROZEN FISH AND SHELLFISH,0.2157,MEDIUM-LOW
030751,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030752,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030759,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030771,070110,CANNED FISH AND SEAFOOD,1.0,HIGH
030772,070110,CANNED FISH AND SEAFOOD,0.5327,MEDIUM-HIGH
030772,180210,FROZEN MEALS,0.4673,MEDIUM-HIGH
030779,070110,CANNED FISH AND SEAFOOD,0.531,MEDIUM-HIGH
030779,180210,FROZEN MEALS,0.469,MEDIUM-HIGH
030781,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030783,180210,FROZEN MEALS,0.5714,HIGH
030783,070110,CANNED FISH AND SEAFOOD,0.4286,MEDIUM
030787,180210,FROZEN MEALS,0.5722,MEDIUM-HIGH
030787,070110,CANNED FISH AND SEAFOOD,0.4278,MEDIUM
030789,180210,FROZEN MEALS,0.5722,MEDIUM-HIGH
030789,070110,CANNED FISH AND SEAFOOD,0.4278,MEDIUM
030791,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM-HIGH
030792,180210,FROZEN MEALS,0.647,HIGH
030792,070110,CANNED FISH AND SEAFOOD,0.353,MEDIUM
030799,180210,FROZEN MEALS,1.0,HIGH
030812,180210,FROZEN MEALS,1.0,MEDIUM-HIGH
030819,180210,FROZEN MEALS,1.0,MEDIUM-HIGH
030821,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
030822,180210,FROZEN MEALS,1.0,MEDIUM-HIGH
030829,180210,FROZEN MEALS,1.0,MEDIUM-HIGH
030830,180210,FROZEN MEALS,1.0,HIGH
030890,180210,FROZEN MEALS,0.5732,MEDIUM-HIGH
030890,070110,CANNED FISH AND SEAFOOD,0.4268,MEDIUM
040110,090110,"FRESH MILK, ALL TYPES",0.239,HIGH
040110,090210,CREAM,0.239,HIGH
040110,160211,FATS AND OILS,0.239,HIGH
040110,160310,NONDAIRY CREAM AND IMITATION MILK,0.1647,MEDIUM-HIGH
040110,100410,ICE CREAM AND RELATED PRODUCTS,0.1183,MEDIUM
040120,090110,"FRESH MILK, ALL TYPES",0.2407,HIGH
040120,090210,CREAM,0.2407,HIGH
040120,160211,FATS AND OILS,0.2407,HIGH
040120,160310,NONDAIRY CREAM AND IMITATION MILK,0.1607,MEDIUM-HIGH
040120,100410,ICE CREAM AND RELATED PRODUCTS,0.1171,MEDIUM
040140,090110,"FRESH MILK, ALL TYPES",0.2412,HIGH
040140,090210,CREAM,0.2412,HIGH
040140,160211,FATS AND OILS,0.2412,HIGH
040140,160310,NONDAIRY CREAM AND IMITATION MILK,0.1594,MEDIUM-HIGH
040140,100410,ICE CREAM AND RELATED PRODUCTS,0.1168,MEDIUM
040150,090110,"FRESH MILK, ALL TYPES",0.2411,HIGH
040150,090210,CREAM,0.2411,HIGH
040150,160211,FATS AND OILS,0.2411,HIGH
040150,160310,NONDAIRY CREAM AND IMITATION MILK,0.1599,MEDIUM-HIGH
040150,100410,ICE CREAM AND RELATED PRODUCTS,0.1169,MEDIUM
040210,090110,"FRESH MILK, ALL TYPES",0.2424,HIGH
040210,090210,CREAM,0.2424,HIGH
040210,160211,FATS AND OILS,0.2424,HIGH
040210,160310,NONDAIRY CREAM AND IMITATION MILK,0.1568,MEDIUM
040210,100410,ICE CREAM AND RELATED PRODUCTS,0.1161,MEDIUM
040221,090110,"FRESH MILK, ALL TYPES",0.2421,HIGH
040221,090210,CREAM,0.2421,HIGH
040221,160211,FATS AND OILS,0.2421,HIGH
040221,160310,NONDAIRY CREAM AND IMITATION MILK,0.1575,MEDIUM
040221,100410,ICE CREAM AND RELATED PRODUCTS,0.1163,MEDIUM-LOW
040229,090110,"FRESH MILK, ALL TYPES",0.242,HIGH
040229,090210,CREAM,0.242,HIGH
040229,160211,FATS AND OILS,0.242,HIGH
040229,160310,NONDAIRY CREAM AND IMITATION MILK,0.1577,MEDIUM-HIGH
040229,100410,ICE CREAM AND RELATED PRODUCTS,0.1163,MEDIUM
040291,090110,"FRESH MILK, ALL TYPES",0.3156,HIGH
040291,090210,CREAM,0.3156,HIGH
040291,160310,NONDAIRY CREAM AND IMITATION MILK,0.2139,MEDIUM
040291,100410,ICE CREAM AND RELATED PRODUCTS,0.1549,MEDIUM
040299,090110,"FRESH MILK, ALL TYPES",0.4792,HIGH
040299,090210,CREAM,0.2238,HIGH
040299,160310,NONDAIRY CREAM AND IMITATION MILK,0.184,MEDIUM-LOW
040299,100410,ICE CREAM AND RELATED PRODUCTS,0.113,MEDIUM
040310,100510,MISCELLANEOUS DAIRY PRODUCTS,0.2763,HIGH
040310,130320,DRIED FRUIT,0.2271,HIGH
040310,170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",0.1347,MEDIUM
040310,130212,CANNED AND BOTTLED FRUIT JUICE,0.1206,MEDIUM-LOW
040310,130122,FROZEN FRUIT JUICES,0.1206,MEDIUM-LOW
040310,130211,FRESH FRUIT JUICE,0.1206,MEDIUM-LOW
040390,090210,CREAM,0.2549,HIGH
040390,090110,"FRESH MILK, ALL TYPES",0.2408,HIGH
040390,160310,NONDAIRY CREAM AND IMITATION MILK,0.1294,MEDIUM
040390,100410,ICE CREAM AND RELATED PRODUCTS,0.1252,MEDIUM
040390,130320,DRIED FRUIT,0.0795,MEDIUM-HIGH
040390,170510,"NONCARBONATED FRUIT FLAVORED DRINKS, INCLUDING",0.0453,MEDIUM-LOW
040390,130212,CANNED AND BOTTLED FRUIT JUICE,0.0416,MEDIUM-LOW
040390,130122,FROZEN FRUIT JUICES,0.0416,MEDIUM-LOW
040390,130211,FRESH FRUIT JUICE,0.0416,MEDIUM-LOW
040410,100510,MISCELLANEOUS DAIRY PRODUCTS,0.6207,HIGH
040410,150211,SUGAR,0.3793,HIGH
040490,100510,MISCELLANEOUS DAIRY PRODUCTS,0.3934,HIGH
040490,090110,"FRESH MILK, ALL TYPES",0.2877,HIGH
040490,150211,SUGAR,0.1356,HIGH
040490,160310,NONDAIRY CREAM AND IMITATION MILK,0.1246,MEDIUM-LOW
040490,150212,ARTIFICIAL SWEETENERS,0.0588,MEDIUM-LOW
040510,100110,BUTTER,0.5842,HIGH
040510,160320,PEANUT BUTTER,0.4158,HIGH
040520,100510,MISCELLANEOUS DAIRY PRODUCTS,0.5,HIGH
040520,100110,BUTTER,0.3098,HIGH
040520,160320,PEANUT BUTTER,0.1902,MEDIUM
040590,160211,FATS AND OILS,0.4251,HIGH
040590,090110,"FRESH MILK, ALL TYPES",0.4108,HIGH
040590,160310,NONDAIRY CREAM AND IMITATION MILK,0.1641,MEDIUM
040610,100210,CHEESE,0.3924,HIGH
040610,100510,MISCELLANEOUS DAIRY PRODUCTS,0.2792,HIGH
040610,090110,"FRESH MILK, ALL TYPES",0.23,HIGH
040610,160310,NONDAIRY CREAM AND IMITATION MILK,0.0985,MEDIUM-LOW
040620,100210,CHEESE,0.4167,HIGH
040620,090110,"FRESH MILK, ALL TYPES",0.2781,HIGH
040620,160310,NONDAIRY CREAM AND IMITATION MILK,0.1064,MEDIUM-LOW
040620,050410,LAMB AND ORGAN MEATS,0.0994,MEDIUM
040620,050900,"MUTTON, GOAT AND GAME",0.0994,MEDIUM
040630,100210,CHEESE,0.4825,HIGH
040630,090110,"FRESH MILK, ALL TYPES",0.2208,HIGH
040630,050410,LAMB AND ORGAN MEATS,0.1031,MEDIUM
040630,050900,"MUTTON, GOAT AND GAME",0.1031,MEDIUM
040630,160310,NONDAIRY CREAM AND IMITATION MILK,0.0904,MEDIUM-LOW
040640,100210,CHEESE,1.0,HIGH
040690,100210,CHEESE,0.4111,HIGH
040690,090110,"FRESH MILK, ALL TYPES",0.2075,HIGH
040690,100510,MISCELLANEOUS DAIRY PRODUCTS,0.1186,HIGH
040690,050410,LAMB AND ORGAN MEATS,0.0916,MEDIUM
040690,050900,"MUTTON, GOAT AND GAME",0.0907,MEDIUM
040690,160310,NONDAIRY CREAM AND IMITATION MILK,0.0804,MEDIUM-LOW
040711,080110,EGGS,0.3333,HIGH
040711,060110,FRESH AND FROZEN WHOLE CHICKEN,0.3333,HIGH
040711,060210,FRESH AND FROZEN CHICKEN PARTS,0.3333,HIGH
040719,080110,EGGS,0.3333,HIGH
040719,060110,FRESH AND FROZEN WHOLE CHICKEN,0.3333,HIGH
040719,060210,FRESH AND FROZEN CHICKEN PARTS,0.3333,HIGH
040721,080110,EGGS,0.4546,HIGH
040721,060110,FRESH AND FROZEN WHOLE CHICKEN,0.2727,HIGH
040721,060210,FRESH AND FROZEN CHICKEN PARTS,0.2727,HIGH
040729,080110,EGGS,0.3333,HIGH
040729,060110,FRESH AND FROZEN WHOLE CHICKEN,0.3333,HIGH
040729,060210,FRESH AND FROZEN CHICKEN PARTS,0.3333,HIGH
040790,080110,EGGS,1.0,HIGH
040811,080110,EGGS,1.0,HIGH
040819,080110,EGGS,1.0,HIGH
040891,080110,EGGS,1.0,HIGH
040899,080110,EGGS,1.0,HIGH
040900,020110,WHITE BREAD,0.5,MEDIUM-LOW
040900,020210,"BREAD, OTHER THAN WHITE",0.5,MEDIUM-LOW
050210,040410,OTHER PORK,0.6102,HIGH
050210,040210,PORK CHOPS,0.3898,MEDIUM-HIGH
050400,030110,GROUND BEEF,0.1831,HIGH
050400,030810,OTHER BEEF,0.1831,HIGH
050400,040510,SAUSAGE,0.1749,HIGH
050400,040410,OTHER PORK,0.1508,HIGH
050400,040210,PORK CHOPS,0.0886,MEDIUM
050400,070110,CANNED FISH AND SEAFOOD,0.0731,MEDIUM-LOW
050400,070230,FRESH FISH AND SHELLFISH,0.0731,MEDIUM-LOW
050400,070240,FROZEN FISH AND SHELLFISH,0.0731,MEDIUM-LOW
050800,070110,CANNED FISH AND SEAFOOD,1.0,MEDIUM
051110,030810,OTHER BEEF,0.3768,HIGH
051110,030110,GROUND BEEF,0.3768,HIGH
051110,100510,MISCELLANEOUS DAIRY PRODUCTS,0.2464,HIGH
051191,070110,CANNED FISH AND SEAFOOD,0.3343,HIGH
051191,080110,EGGS,0.3302,HIGH
051191,070230,FRESH FISH AND SHELLFISH,0.1677,MEDIUM-LOW
051191,070240,FROZEN FISH AND SHELLFISH,0.1677,MEDIUM-LOW
051199,030810,OTHER BEEF,0.3526,HIGH
051199,030110,GROUND BEEF,0.3526,HIGH
051199,100510,MISCELLANEOUS DAIRY PRODUCTS,0.2949,HIGH
060110,120110,POTATOES,1.0,HIGH
060120,120110,POTATOES,1.0,HIGH
060220,180320,NUTS,0.3191,HIGH
060220,130320,DRIED FRUIT,0.2624,MEDIUM-HIGH
060220,130212,CANNED AND BOTTLED FRUIT JUICE,0.1395,MEDIUM-LOW
060220,130122,FROZEN FRUIT JUICES,0.1395,MEDIUM-LOW
060220,130211,FRESH FRUIT JUICE,0.1395,MEDIUM-LOW
070110,120110,POTATOES,1.0,HIGH
070190,120110,POTATOES,1.0,HIGH
070200,120310,TOMATOES,0.4314,HIGH
070200,130310,CANNED FRUITS,0.1626,HIGH
070200,110410,OTHER FRESH FRUITS,0.1626,HIGH
070200,130121,FROZEN FRUITS,0.1626,HIGH
070200,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.0809,MEDIUM
070390,140110,FROZEN VEGETABLES,0.2,HIGH
070390,140230,CANNED MISCELLANEOUS VEGETABLES,0.2,HIGH
070390,140310,DRIED PROCESSED VEGETABLES,0.2,HIGH
070390,140340,DRIED MISCELLANEOUS VEGETABLES,0.2,HIGH
070390,120410,OTHER FRESH VEGETABLES,0.2,HIGH
070410,140110,FROZEN VEGETABLES,0.2,HIGH
070410,140230,CANNED MISCELLANEOUS VEGETABLES,0.2,HIGH
070410,140310,DRIED PROCESSED VEGETABLES,0.2,HIGH
070410,140340,DRIED MISCELLANEOUS VEGETABLES,0.2,HIGH
070410,120410,OTHER FRESH VEGETABLES,0.2,HIGH
070490,140110,FROZEN VEGETABLES,0.2,HIGH
070490,140230,CANNED MISCELLANEOUS VEGETABLES,0.2,HIGH
070490,140310,DRIED PROCESSED VEGETABLES,0.2,HIGH
070490,140340,DRIED MISCELLANEOUS VEGETABLES,0.2,HIGH
070490,120410,OTHER FRESH VEGETABLES,0.2,HIGH
070511,120210,LETTUCE,1.0,HIGH
070519,120210,LETTUCE,0.6462,HIGH
070519,160212,SALAD DRESSINGS,0.1769,MEDIUM-LOW
070519,010120,PREPARED FLOUR MIXES,0.1769,MEDIUM-LOW
070690,160212,SALAD DRESSINGS,1.0,MEDIUM-LOW
070810,140110,FROZEN VEGETABLES,0.1667,HIGH
070810,140230,CANNED MISCELLANEOUS VEGETABLES,0.1667,HIGH
070810,140310,DRIED PROCESSED VEGETABLES,0.1667,HIGH
070810,140320,DRIED PEAS,0.1667,HIGH
070810,140340,DRIED MISCELLANEOUS VEGETABLES,0.1667,HIGH
070810,120410,OTHER FRESH VEGETABLES,0.1667,HIGH
070820,140330,DRIED BEANS,0.25,HIGH
070820,140210,CANNED BEANS,0.25,HIGH
070820,140110,FROZEN VEGETABLES,0.0833,HIGH
070820,140230,CANNED MISCELLANEOUS VEGETABLES,0.0833,HIGH
070820,140310,DRIED PROCESSED VEGETABLES,0.0833,HIGH
070820,140320,DRIED PEAS,0.0833,HIGH
070820,140340,DRIED MISCELLANEOUS VEGETABLES,0.0833,HIGH
070820,120410,OTHER FRESH VEGETABLES,0.0833,HIGH
