hs6_code,ucc_code,ucc_description,map_weight,confidence_level
621139,390110,GIRLS'' COATS AND JACKETS,0.0488,HIGH
621139,360210,MEN''S COATS AND JACKETS,0.0488,HIGH
621139,370110,BOYS'' COATS AND JACKETS,0.0488,HIGH
621139,380110,WOMEN''S COATS AND JACKETS,0.0488,HIGH
621139,360513,MEN''S PANTS AND SHORTS,0.042,MEDIUM
621139,370314,BOYS'' PANTS AND SHORTS,0.042,MEDIUM
621139,380333,WOMEN''S PANTS AND SHORTS,0.042,MEDIUM
621139,390120,GIRLS'' DRESSES AND SUITS,0.0346,MEDIUM
621139,390223,"GIRLS'' SKIRTS, PANTS, AND SHORTS",0.0332,MEDIUM
621139,370311,"BOYS'' SUITS, SPORTCOATS, VESTS",0.0259,MEDIUM
621139,360120,"MEN''S SPORTCOATS, TAILORED JACKETS",0.0224,MEDIUM
621139,380311,"WOMEN''S SPORTCOATS, TAILORED JACKETS",0.0224,MEDIUM
621142,440900,CLOTHING STORAGE,0.2454,MEDIUM
621142,390210,"GIRLS'' SHIRTS, BLOUSES, SWEATERS, VESTS",0.1288,MEDIUM-LOW
621142,370125,BOYS'' SHIRTS AND SWEATERS,0.1166,MEDIUM-LOW
621142,380510,WOMEN''S SUITS,0.0521,HIGH
621142,360110,MEN''S SUITS,0.0521,HIGH
621142,390110,GIRLS'' COATS AND JACKETS,0.0488,HIGH
621142,370110,BOYS'' COATS AND JACKETS,0.0488,HIGH
621142,380110,WOMEN''S COATS AND JACKETS,0.0488,HIGH
621142,360210,MEN''S COATS AND JACKETS,0.0488,HIGH
621142,390120,GIRLS'' DRESSES AND SUITS,0.0314,MEDIUM
621142,360513,MEN''S PANTS AND SHORTS,0.0279,MEDIUM
621142,370314,BOYS'' PANTS AND SHORTS,0.0279,MEDIUM
621142,380333,WOMEN''S PANTS AND SHORTS,0.0279,MEDIUM
621142,380311,"WOMEN''S SPORTCOATS, TAILORED JACKETS",0.0252,MEDIUM
621142,360120,"MEN''S SPORTCOATS, TAILORED JACKETS",0.0252,MEDIUM
621142,390223,"GIRLS'' SKIRTS, PANTS, AND SHORTS",0.0223,MEDIUM
621142,370311,"BOYS'' SUITS, SPORTCOATS, VESTS",0.0223,MEDIUM
621143,440900,CLOTHING STORAGE,0.2454,MEDIUM
621143,390210,"GIRLS'' SHIRTS, BLOUSES, SWEATERS, VESTS",0.0732,MEDIUM-HIGH
621143,370125,BOYS'' SHIRTS AND SWEATERS,0.0689,MEDIUM
621143,360420,"MEN''S SHIRTS, SWEATERS, AND VESTS",0.0551,MEDIUM
621143,380510,WOMEN''S SUITS,0.0521,HIGH
621143,360110,MEN''S SUITS,0.0521,HIGH
621143,390110,GIRLS'' COATS AND JACKETS,0.0488,HIGH
621143,370110,BOYS'' COATS AND JACKETS,0.0488,HIGH
621143,380110,WOMEN''S COATS AND JACKETS,0.0488,HIGH
621143,360210,MEN''S COATS AND JACKETS,0.0488,HIGH
621143,380315,"WOMEN''S SWEATERS, SHIRTS, TOPS, VESTS",0.0483,MEDIUM-LOW
621143,390120,GIRLS'' DRESSES AND SUITS,0.0313,MEDIUM
621143,360513,MEN''S PANTS AND SHORTS,0.0279,MEDIUM
621143,370314,BOYS'' PANTS AND SHORTS,0.0279,MEDIUM
621143,380333,WOMEN''S PANTS AND SHORTS,0.0279,MEDIUM
621143,380311,"WOMEN''S SPORTCOATS, TAILORED JACKETS",0.0252,MEDIUM
621143,360120,"MEN''S SPORTCOATS, TAILORED JACKETS",0.0252,MEDIUM
621143,390223,"GIRLS'' SKIRTS, PANTS, AND SHORTS",0.0223,MEDIUM
621143,370311,"BOYS'' SUITS, SPORTCOATS, VESTS",0.0223,MEDIUM
621149,440900,CLOTHING STORAGE,0.1875,MEDIUM
621149,390210,"GIRLS'' SHIRTS, BLOUSES, SWEATERS, VESTS",0.0957,MEDIUM-LOW
621149,370125,BOYS'' SHIRTS AND SWEATERS,0.0878,MEDIUM-LOW
621149,380510,WOMEN''S SUITS,0.0587,HIGH
621149,360110,MEN''S SUITS,0.0587,HIGH
621149,360420,"MEN''S SHIRTS, SWEATERS, AND VESTS",0.0553,MEDIUM
621149,390110,GIRLS'' COATS AND JACKETS,0.0488,HIGH
621149,360210,MEN''S COATS AND JACKETS,0.0488,HIGH
621149,370110,BOYS'' COATS AND JACKETS,0.0488,HIGH
621149,380110,WOMEN''S COATS AND JACKETS,0.0488,HIGH
621149,380315,"WOMEN''S SWEATERS, SHIRTS, TOPS, VESTS",0.0485,MEDIUM-LOW
621149,390120,GIRLS'' DRESSES AND SUITS,0.0335,MEDIUM
621149,360513,MEN''S PANTS AND SHORTS,0.0282,MEDIUM
621149,370314,BOYS'' PANTS AND SHORTS,0.0282,MEDIUM
621149,380333,WOMEN''S PANTS AND SHORTS,0.0282,MEDIUM
621149,380311,"WOMEN''S SPORTCOATS, TAILORED JACKETS",0.025,MEDIUM
621149,360120,"MEN''S SPORTCOATS, TAILORED JACKETS",0.025,MEDIUM
621149,390223,"GIRLS'' SKIRTS, PANTS, AND SHORTS",0.0224,MEDIUM
621149,370311,"BOYS'' SUITS, SPORTCOATS, VESTS",0.0222,MEDIUM
621600,600901,WATER SPORTS EQUIPMENT,0.3417,MEDIUM-LOW
621600,600902,OTHER SPORTS EQUIPMENT,0.3417,MEDIUM-LOW
621600,320130,INFANTS'' EQUIPMENT,0.3167,MEDIUM-LOW
621710,360330,MEN''S ACCESSORIES,0.1797,HIGH
621710,380901,WOMEN''S ACCESSORIES,0.1797,HIGH
621710,390322,GIRLS'' ACCESSORIES,0.1797,HIGH
621710,370220,BOYS'' ACCESSORIES,0.1797,HIGH
621710,410901,INFANT ACCESSORIES,0.1797,HIGH
621710,440900,CLOTHING STORAGE,0.1017,MEDIUM
621790,440900,CLOTHING STORAGE,0.1046,MEDIUM-LOW
621790,390210,"GIRLS'' SHIRTS, BLOUSES, SWEATERS, VESTS",0.1003,MEDIUM
621790,370125,BOYS'' SHIRTS AND SWEATERS,0.0861,MEDIUM-LOW
621790,390110,GIRLS'' COATS AND JACKETS,0.0605,HIGH
621790,370110,BOYS'' COATS AND JACKETS,0.0605,HIGH
621790,380110,WOMEN''S COATS AND JACKETS,0.0605,HIGH
621790,360210,MEN''S COATS AND JACKETS,0.0605,HIGH
621790,360513,MEN''S PANTS AND SHORTS,0.0603,MEDIUM
621790,370314,BOYS'' PANTS AND SHORTS,0.0603,MEDIUM
621790,380333,WOMEN''S PANTS AND SHORTS,0.0603,MEDIUM
621790,390223,"GIRLS'' SKIRTS, PANTS, AND SHORTS",0.0482,MEDIUM
621790,360330,MEN''S ACCESSORIES,0.0432,MEDIUM-HIGH
621790,380901,WOMEN''S ACCESSORIES,0.0432,MEDIUM-HIGH
621790,390322,GIRLS'' ACCESSORIES,0.0432,MEDIUM-HIGH
621790,370220,BOYS'' ACCESSORIES,0.0432,MEDIUM-HIGH
621790,410901,INFANT ACCESSORIES,0.0432,MEDIUM-HIGH
621790,440130,"ALTERATION, REPAIR AND TAILORING OF APPAREL AND",0.022,MEDIUM-LOW
630312,320120,WINDOW COVERINGS,1.0,MEDIUM-LOW
630391,320120,WINDOW COVERINGS,1.0,MEDIUM-LOW
630392,320120,WINDOW COVERINGS,1.0,MEDIUM-LOW
630622,320130,INFANTS'' EQUIPMENT,0.28,HIGH
630622,320150,OUTDOOR EQUIPMENT,0.1662,MEDIUM
630622,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.1662,MEDIUM
630622,600410,CAMPING EQUIPMENT,0.131,MEDIUM-LOW
630622,320140,LAUNDRY AND CLEANING EQUIPMENT,0.1283,MEDIUM-LOW
630622,320410,LAWN AND GARDEN EQUIPMENT,0.1283,MEDIUM-LOW
630690,320130,INFANTS'' EQUIPMENT,0.275,HIGH
630690,320150,OUTDOOR EQUIPMENT,0.1633,MEDIUM
630690,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.1633,MEDIUM
630690,600410,CAMPING EQUIPMENT,0.1462,MEDIUM
630690,320140,LAUNDRY AND CLEANING EQUIPMENT,0.126,MEDIUM-LOW
630690,320410,LAWN AND GARDEN EQUIPMENT,0.126,MEDIUM-LOW
630710,380210,WOMEN''S DRESSES,0.4475,HIGH
630710,390120,GIRLS'' DRESSES AND SUITS,0.2763,MEDIUM
630710,410120,"INFANT DRESSES, OUTERWEAR",0.2763,MEDIUM
630720,380210,WOMEN''S DRESSES,0.441,HIGH
630720,410120,"INFANT DRESSES, OUTERWEAR",0.2795,MEDIUM-HIGH
630720,390120,GIRLS'' DRESSES AND SUITS,0.2795,MEDIUM-HIGH
630790,380210,WOMEN''S DRESSES,0.2667,HIGH
630790,410120,"INFANT DRESSES, OUTERWEAR",0.1669,MEDIUM
630790,390120,GIRLS'' DRESSES AND SUITS,0.1669,MEDIUM
630790,400110,MEN''S FOOTWEAR,0.0999,HIGH
630790,400210,BOYS'' FOOTWEAR,0.0999,HIGH
630790,400220,GIRLS'' FOOTWEAR,0.0999,HIGH
630790,400310,WOMEN''S FOOTWEAR,0.0999,HIGH
630900,440900,CLOTHING STORAGE,1.0,MEDIUM
640110,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640110,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640110,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640110,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640192,400110,MEN''S FOOTWEAR,0.1912,MEDIUM-HIGH
640192,400210,BOYS'' FOOTWEAR,0.1912,MEDIUM-HIGH
640192,400220,GIRLS'' FOOTWEAR,0.1912,MEDIUM-HIGH
640192,400310,WOMEN''S FOOTWEAR,0.1912,MEDIUM-HIGH
640192,600901,WATER SPORTS EQUIPMENT,0.0792,MEDIUM-LOW
640192,600902,OTHER SPORTS EQUIPMENT,0.0792,MEDIUM-LOW
640192,320130,INFANTS'' EQUIPMENT,0.0766,MEDIUM-LOW
640199,400110,MEN''S FOOTWEAR,0.2225,MEDIUM-HIGH
640199,400210,BOYS'' FOOTWEAR,0.2225,MEDIUM-HIGH
640199,400220,GIRLS'' FOOTWEAR,0.2225,MEDIUM-HIGH
640199,400310,WOMEN''S FOOTWEAR,0.2225,MEDIUM-HIGH
640199,160211,FATS AND OILS,0.1098,MEDIUM-LOW
640212,400110,MEN''S FOOTWEAR,0.1777,MEDIUM-HIGH
640212,400210,BOYS'' FOOTWEAR,0.1777,MEDIUM-HIGH
640212,400220,GIRLS'' FOOTWEAR,0.1777,MEDIUM-HIGH
640212,400310,WOMEN''S FOOTWEAR,0.1777,MEDIUM-HIGH
640212,600901,WATER SPORTS EQUIPMENT,0.0976,MEDIUM-LOW
640212,600902,OTHER SPORTS EQUIPMENT,0.0976,MEDIUM-LOW
640212,320130,INFANTS'' EQUIPMENT,0.0938,MEDIUM-LOW
640219,400110,MEN''S FOOTWEAR,0.1895,MEDIUM-HIGH
640219,400210,BOYS'' FOOTWEAR,0.1895,MEDIUM-HIGH
640219,400220,GIRLS'' FOOTWEAR,0.1895,MEDIUM-HIGH
640219,400310,WOMEN''S FOOTWEAR,0.1895,MEDIUM-HIGH
640219,600901,WATER SPORTS EQUIPMENT,0.0827,MEDIUM-LOW
640219,600902,OTHER SPORTS EQUIPMENT,0.0827,MEDIUM-LOW
640219,320130,INFANTS'' EQUIPMENT,0.0767,MEDIUM-LOW
640220,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640220,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640220,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640220,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640291,600901,WATER SPORTS EQUIPMENT,0.1683,MEDIUM-LOW
640291,600902,OTHER SPORTS EQUIPMENT,0.1683,MEDIUM-LOW
640291,320130,INFANTS'' EQUIPMENT,0.1635,MEDIUM-LOW
640291,400110,MEN''S FOOTWEAR,0.125,MEDIUM-HIGH
640291,400210,BOYS'' FOOTWEAR,0.125,MEDIUM-HIGH
640291,400220,GIRLS'' FOOTWEAR,0.125,MEDIUM-HIGH
640291,400310,WOMEN''S FOOTWEAR,0.125,MEDIUM-HIGH
640299,400110,MEN''S FOOTWEAR,0.141,MEDIUM-HIGH
640299,400210,BOYS'' FOOTWEAR,0.141,MEDIUM-HIGH
640299,400220,GIRLS'' FOOTWEAR,0.141,MEDIUM-HIGH
640299,400310,WOMEN''S FOOTWEAR,0.141,MEDIUM-HIGH
640299,600901,WATER SPORTS EQUIPMENT,0.0897,MEDIUM-LOW
640299,600902,OTHER SPORTS EQUIPMENT,0.0897,MEDIUM-LOW
640299,320130,INFANTS'' EQUIPMENT,0.087,MEDIUM-LOW
640299,360350,MEN''S ACTIVE SPORTSWEAR,0.0565,MEDIUM-LOW
640299,390230,GIRLS'' ACTIVE SPORTSWEAR,0.0565,MEDIUM-LOW
640299,380340,WOMEN''S ACTIVE SPORTSWEAR,0.0565,MEDIUM-LOW
640312,400110,MEN''S FOOTWEAR,0.177,MEDIUM-HIGH
640312,400210,BOYS'' FOOTWEAR,0.177,MEDIUM-HIGH
640312,400220,GIRLS'' FOOTWEAR,0.177,MEDIUM-HIGH
640312,400310,WOMEN''S FOOTWEAR,0.177,MEDIUM-HIGH
640312,600901,WATER SPORTS EQUIPMENT,0.0991,MEDIUM-LOW
640312,600902,OTHER SPORTS EQUIPMENT,0.0991,MEDIUM-LOW
640312,320130,INFANTS'' EQUIPMENT,0.0937,MEDIUM-LOW
640319,400110,MEN''S FOOTWEAR,0.1622,MEDIUM-HIGH
640319,400210,BOYS'' FOOTWEAR,0.1622,MEDIUM-HIGH
640319,400220,GIRLS'' FOOTWEAR,0.1622,MEDIUM-HIGH
640319,400310,WOMEN''S FOOTWEAR,0.1622,MEDIUM-HIGH
640319,040410,OTHER PORK,0.1024,MEDIUM-LOW
640319,600901,WATER SPORTS EQUIPMENT,0.0846,MEDIUM-LOW
640319,600902,OTHER SPORTS EQUIPMENT,0.0846,MEDIUM-LOW
640319,320130,INFANTS'' EQUIPMENT,0.0795,MEDIUM-LOW
640320,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640320,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640320,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640320,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640340,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640340,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640340,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640340,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640351,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640351,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640351,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640351,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640359,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640359,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640359,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640359,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640391,400110,MEN''S FOOTWEAR,0.1909,MEDIUM-HIGH
640391,400210,BOYS'' FOOTWEAR,0.1909,MEDIUM-HIGH
640391,400220,GIRLS'' FOOTWEAR,0.1909,MEDIUM-HIGH
640391,400310,WOMEN''S FOOTWEAR,0.1909,MEDIUM-HIGH
640391,600901,WATER SPORTS EQUIPMENT,0.0796,MEDIUM-LOW
640391,600902,OTHER SPORTS EQUIPMENT,0.0796,MEDIUM-LOW
640391,320130,INFANTS'' EQUIPMENT,0.0774,MEDIUM-LOW
640399,400110,MEN''S FOOTWEAR,0.1783,MEDIUM-HIGH
640399,400210,BOYS'' FOOTWEAR,0.1783,MEDIUM-HIGH
640399,400220,GIRLS'' FOOTWEAR,0.1783,MEDIUM-HIGH
640399,400310,WOMEN''S FOOTWEAR,0.1783,MEDIUM-HIGH
640399,600901,WATER SPORTS EQUIPMENT,0.0966,MEDIUM-LOW
640399,600902,OTHER SPORTS EQUIPMENT,0.0966,MEDIUM-LOW
640399,320130,INFANTS'' EQUIPMENT,0.0935,MEDIUM-LOW
640411,600901,WATER SPORTS EQUIPMENT,0.1486,MEDIUM-LOW
640411,600902,OTHER SPORTS EQUIPMENT,0.1486,MEDIUM-LOW
640411,320130,INFANTS'' EQUIPMENT,0.1436,MEDIUM-LOW
640411,400110,MEN''S FOOTWEAR,0.1398,MEDIUM-HIGH
640411,400210,BOYS'' FOOTWEAR,0.1398,MEDIUM-HIGH
640411,400220,GIRLS'' FOOTWEAR,0.1398,MEDIUM-HIGH
640411,400310,WOMEN''S FOOTWEAR,0.1398,MEDIUM-HIGH
640419,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640419,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640419,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640419,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640420,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640420,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640420,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640420,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640510,400110,MEN''S FOOTWEAR,0.25,HIGH
640510,400210,BOYS'' FOOTWEAR,0.25,HIGH
640510,400220,GIRLS'' FOOTWEAR,0.25,HIGH
640510,400310,WOMEN''S FOOTWEAR,0.25,HIGH
640520,400110,MEN''S FOOTWEAR,0.25,HIGH
640520,400210,BOYS'' FOOTWEAR,0.25,HIGH
640520,400220,GIRLS'' FOOTWEAR,0.25,HIGH
640520,400310,WOMEN''S FOOTWEAR,0.25,HIGH
640590,400110,MEN''S FOOTWEAR,0.25,HIGH
640590,400210,BOYS'' FOOTWEAR,0.25,HIGH
640590,400220,GIRLS'' FOOTWEAR,0.25,HIGH
640590,400310,WOMEN''S FOOTWEAR,0.25,HIGH
640610,400110,MEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640610,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-HIGH
640610,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-HIGH
640610,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-HIGH
640620,400110,MEN''S FOOTWEAR,0.25,HIGH
640620,400210,BOYS'' FOOTWEAR,0.25,HIGH
640620,400220,GIRLS'' FOOTWEAR,0.25,HIGH
640620,400310,WOMEN''S FOOTWEAR,0.25,HIGH
640690,400110,MEN''S FOOTWEAR,0.1577,HIGH
640690,400210,BOYS'' FOOTWEAR,0.1577,HIGH
640690,400220,GIRLS'' FOOTWEAR,0.1577,HIGH
640690,400310,WOMEN''S FOOTWEAR,0.1577,HIGH
640690,380901,WOMEN''S ACCESSORIES,0.0738,HIGH
640690,360330,MEN''S ACCESSORIES,0.0738,HIGH
640690,390322,GIRLS'' ACCESSORIES,0.0738,HIGH
640690,370220,BOYS'' ACCESSORIES,0.0738,HIGH
640690,410901,INFANT ACCESSORIES,0.0738,HIGH
660390,380901,WOMEN''S ACCESSORIES,0.2,HIGH
660390,360330,MEN''S ACCESSORIES,0.2,HIGH
660390,390322,GIRLS'' ACCESSORIES,0.2,HIGH
660390,370220,BOYS'' ACCESSORIES,0.2,HIGH
660390,410901,INFANT ACCESSORIES,0.2,HIGH
680300,240211,"MATERIALS FOR PLASTERING, PANELS, ROOFING,",0.5,MEDIUM-LOW
680300,240214,"MATERIALS FOR PLASTERING, PANELING, ROOFING,",0.5,MEDIUM-LOW
680610,320120,WINDOW COVERINGS,1.0,MEDIUM
680690,310331,MISCELLANEOUS SOUND EQUIPMENT,1.0,MEDIUM-LOW
681280,400110,MEN''S FOOTWEAR,0.25,MEDIUM-LOW
681280,400210,BOYS'' FOOTWEAR,0.25,MEDIUM-LOW
681280,400220,GIRLS'' FOOTWEAR,0.25,MEDIUM-LOW
681280,400310,WOMEN''S FOOTWEAR,0.25,MEDIUM-LOW
681291,320232,TELEPHONES AND ACCESSORIES,0.5,MEDIUM-LOW
681291,400110,MEN''S FOOTWEAR,0.125,MEDIUM-LOW
681291,400210,BOYS'' FOOTWEAR,0.125,MEDIUM-LOW
681291,400220,GIRLS'' FOOTWEAR,0.125,MEDIUM-LOW
681291,400310,WOMEN''S FOOTWEAR,0.125,MEDIUM-LOW
690740,990940,MATERIAL FOR FINISHING BASEMENTS AND,0.6827,MEDIUM-LOW
690740,990920,"MATERIALS FOR ADDITIONS, FINISHING BASEMENTS,",0.3173,MEDIUM-LOW
691010,320904,CLOSET AND STORAGE ITEMS,1.0,MEDIUM-LOW
691110,160211,FATS AND OILS,0.3457,MEDIUM-LOW
691110,320330,FLATWARE,0.1661,HIGH
691110,330510,MISCELLANEOUS HOUSEHOLD PRODUCTS,0.1114,MEDIUM-HIGH
691110,310334,SATELLITE DISHES,0.1011,MEDIUM
691110,320380,"TABLEWARE, NONELECTRIC KITCHENWARE",0.0811,MEDIUM
691110,290320,LIVING ROOM TABLES,0.0769,MEDIUM
691110,300900,MISCELLANEOUS HOUSEHOLD APPLIANCES,0.0588,MEDIUM-LOW
691110,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0588,MEDIUM-LOW
691190,320330,FLATWARE,0.2512,HIGH
691190,330510,MISCELLANEOUS HOUSEHOLD PRODUCTS,0.2073,HIGH
691190,320380,"TABLEWARE, NONELECTRIC KITCHENWARE",0.161,MEDIUM-HIGH
691190,310334,SATELLITE DISHES,0.1561,MEDIUM
691190,300900,MISCELLANEOUS HOUSEHOLD APPLIANCES,0.1122,MEDIUM-LOW
691190,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.1122,MEDIUM-LOW
691200,290320,LIVING ROOM TABLES,0.4136,MEDIUM-LOW
691200,320330,FLATWARE,0.1913,HIGH
691200,310334,SATELLITE DISHES,0.1168,MEDIUM
691200,320380,"TABLEWARE, NONELECTRIC KITCHENWARE",0.0997,MEDIUM
691200,330510,MISCELLANEOUS HOUSEHOLD PRODUCTS,0.0865,MEDIUM-HIGH
691200,300900,MISCELLANEOUS HOUSEHOLD APPLIANCES,0.046,MEDIUM-LOW
691200,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.046,MEDIUM-LOW
700232,320420,POWER TOOLS,1.0,MEDIUM-LOW
701120,310335,MISCELLANEOUS VIDEO EQUIPMENT,1.0,MEDIUM-LOW
701310,290320,LIVING ROOM TABLES,1.0,MEDIUM-LOW
701341,290320,LIVING ROOM TABLES,1.0,MEDIUM
701342,290320,LIVING ROOM TABLES,0.6515,MEDIUM-LOW
701342,320420,POWER TOOLS,0.3485,MEDIUM-LOW
701349,290320,LIVING ROOM TABLES,0.6283,MEDIUM-LOW
701349,320420,POWER TOOLS,0.3717,MEDIUM-LOW
701720,320420,POWER TOOLS,1.0,MEDIUM-LOW
701939,320120,WINDOW COVERINGS,0.5,MEDIUM-LOW
701939,320611,"MATERIAL FOR INSULATION, OTHER MAINTENANCE AND",0.1667,MEDIUM
701939,320612,"MATERIAL FOR INSULATION, OTHER MAINTENANCE AND",0.1667,MEDIUM
701939,320613,"MATERIAL FOR INSULATION, OTHER MAINTENANCE",0.1667,MEDIUM
710391,430120,JEWELRY,1.0,HIGH
710399,430120,JEWELRY,1.0,HIGH
710490,430120,JEWELRY,1.0,MEDIUM-HIGH
711311,430120,JEWELRY,1.0,MEDIUM-HIGH
711319,430120,JEWELRY,1.0,HIGH
711320,430120,JEWELRY,1.0,HIGH
711411,320330,FLATWARE,1.0,MEDIUM
711620,430120,JEWELRY,1.0,HIGH
711719,430120,JEWELRY,1.0,HIGH
711790,430120,JEWELRY,1.0,HIGH
720110,040410,OTHER PORK,0.6148,HIGH
720110,040210,PORK CHOPS,0.3852,MEDIUM
720120,040410,OTHER PORK,0.6148,HIGH
720120,040210,PORK CHOPS,0.3852,MEDIUM
720150,040410,OTHER PORK,0.6077,HIGH
720150,040210,PORK CHOPS,0.3923,MEDIUM-HIGH
720441,180310,POTATO CHIPS AND OTHER SNACKS,1.0,MEDIUM-HIGH
720916,390110,GIRLS'' COATS AND JACKETS,0.25,MEDIUM
720916,370110,BOYS'' COATS AND JACKETS,0.25,MEDIUM
720916,380110,WOMEN''S COATS AND JACKETS,0.25,MEDIUM
720916,360210,MEN''S COATS AND JACKETS,0.25,MEDIUM
720917,390110,GIRLS'' COATS AND JACKETS,0.25,MEDIUM
720917,370110,BOYS'' COATS AND JACKETS,0.25,MEDIUM
720917,380110,WOMEN''S COATS AND JACKETS,0.25,MEDIUM
720917,360210,MEN''S COATS AND JACKETS,0.25,MEDIUM
721391,490318,REPAIR TIRES AND OTHER REPAIR WORK,1.0,MEDIUM-LOW
721633,020110,WHITE BREAD,0.25,MEDIUM
721633,020210,"BREAD, OTHER THAN WHITE",0.25,MEDIUM
721633,020310,BISCUITS AND ROLLS,0.25,MEDIUM
721633,020620,BREAD AND CRACKER PRODUCTS,0.25,MEDIUM
721710,030310,ROUND ROAST,0.5,MEDIUM-LOW
721710,030510,ROUND STEAK,0.5,MEDIUM-LOW
721720,030310,ROUND ROAST,0.5,MEDIUM-LOW
721720,030510,ROUND STEAK,0.5,MEDIUM-LOW
721730,030310,ROUND ROAST,0.5,MEDIUM-LOW
721730,030510,ROUND STEAK,0.5,MEDIUM-LOW
722020,640220,SHAVING NEEDS,1.0,MEDIUM
722300,030310,ROUND ROAST,0.5,MEDIUM-LOW
722300,030510,ROUND STEAK,0.5,MEDIUM-LOW
722530,600901,WATER SPORTS EQUIPMENT,0.0844,HIGH
722530,600902,OTHER SPORTS EQUIPMENT,0.0844,HIGH
722530,320130,INFANTS'' EQUIPMENT,0.0805,HIGH
722530,600430,WINTER SPORTS EQUIPMENT,0.0626,MEDIUM-HIGH
722530,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0478,MEDIUM
722530,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0478,MEDIUM
722530,320150,OUTDOOR EQUIPMENT,0.0478,MEDIUM
722530,600410,CAMPING EQUIPMENT,0.0478,MEDIUM
722530,610120,PLAYGROUND EQUIPMENT,0.0478,MEDIUM
722530,610230,PHOTOGRAPHIC EQUIPMENT,0.0478,MEDIUM
722530,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0478,MEDIUM
722530,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0478,MEDIUM
722530,170533,SPORTS DRINKS,0.0478,MEDIUM
722530,310332,SOUND EQUIPMENT ACCESSORIES,0.0369,MEDIUM-LOW
722530,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0369,MEDIUM-LOW
722530,600420,HUNTING AND FISHING EQUIPMENT,0.0369,MEDIUM-LOW
722530,320410,LAWN AND GARDEN EQUIPMENT,0.0369,MEDIUM-LOW
722530,620121,FEES FOR PARTICIPANT SPORTS,0.0369,MEDIUM-LOW
722530,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0369,MEDIUM-LOW
722530,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0369,MEDIUM-LOW
722540,600901,WATER SPORTS EQUIPMENT,0.0841,HIGH
722540,600902,OTHER SPORTS EQUIPMENT,0.0841,HIGH
722540,320130,INFANTS'' EQUIPMENT,0.0806,HIGH
722540,600430,WINTER SPORTS EQUIPMENT,0.0623,MEDIUM-HIGH
722540,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0478,MEDIUM
