code_type,code,description,reason
HS6,842810,Lifts and skip hoists,No UCC match found above confidence threshold
HS6,842820,Elevators and conveyors; pneumatic,No UCC match found above confidence threshold
HS6,842890,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428",No UCC match found above confidence threshold
HS6,842911,"Bulldozers and angledozers; self-propelled, track laying",No UCC match found above confidence threshold
HS6,842919,"Bulldozers and angledozers; self-propelled, other than track laying",No UCC match found above confidence threshold
HS6,842920,Graders and levellers,No UCC match found above confidence threshold
HS6,842930,Scrapers; self-propelled,No UCC match found above confidence threshold
HS6,842951,Front-end shovel loaders,No UCC match found above confidence threshold
HS6,842952,"Mechanical shovels, excavators and shovel loaders; with a 360 degree revolving super structure",No UCC match found above confidence threshold
HS6,842959,"Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50",No UCC match found above confidence threshold
HS6,843020,Snow-ploughs and snow-blowers,No UCC match found above confidence threshold
HS6,843031,Coal or rock cutters and tunnelling machinery; self-propelled,No UCC match found above confidence threshold
HS6,843039,Coal or rock cutters and tunnelling machinery; not self-propelled,No UCC match found above confidence threshold
HS6,843041,"Boring or sinking machinery; self-propelled, n.e.c. in heading no. 8430",No UCC match found above confidence threshold
HS6,843049,Boring and sinking machinery; not self-propelled,No UCC match found above confidence threshold
HS6,843050,"Machinery; for handling earth, minerals or ores, self-propelled, n.e.c. in heading no. 8430",No UCC match found above confidence threshold
HS6,843061,"Machinery; for tamping or compacting, not self-propelled",No UCC match found above confidence threshold
HS6,843210,Ploughs; for soil preparation,No UCC match found above confidence threshold
HS6,843231,"Seeders, planters and transplanters; no-till direct seeders, planters and transplanters",No UCC match found above confidence threshold
HS6,843239,"Seeders, planters and transplanters; other than no-till direct seeders, planters and transplanters",No UCC match found above confidence threshold
HS6,843241,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; manure spreaders",No UCC match found above confidence threshold
HS6,843242,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; fertiliser distributors",No UCC match found above confidence threshold
HS6,843320,Mowers; n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting),No UCC match found above confidence threshold
HS6,843330,Haymaking machinery,No UCC match found above confidence threshold
HS6,843340,"Balers; straw or fodder balers, including pick-up balers",No UCC match found above confidence threshold
HS6,843610,Machinery; for preparing animal feeding stuffs,No UCC match found above confidence threshold
HS6,843680,"Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436",No UCC match found above confidence threshold
HS6,843820,"Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate",No UCC match found above confidence threshold
HS6,843840,"Machinery; industrial, brewery machinery",No UCC match found above confidence threshold
HS6,844311,"Printing machinery; offset, reel-fed",No UCC match found above confidence threshold
HS6,844312,"Printing machinery; offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)",No UCC match found above confidence threshold
HS6,844313,"Printing machinery; offset, n.e.c. in item no. 8443.1",No UCC match found above confidence threshold
HS6,844314,"Printing machinery; letterpress, reel-fed, excluding flexographic printing",No UCC match found above confidence threshold
HS6,844315,"Printing machinery; letterpress, other than reel-fed, excluding flexographic printing",No UCC match found above confidence threshold
HS6,844316,Printing machinery; flexographic,No UCC match found above confidence threshold
HS6,844317,Printing machinery; gravure,No UCC match found above confidence threshold
HS6,846820,"Machinery and apparatus; gas operated machinery and apparatus n.e.c. in item no. 8468.10, for soldering, brazing or welding, whether or not capable of cutting",No UCC match found above confidence threshold
HS6,846880,"Machinery and apparatus; for soldering, brazing or welding, whether or not capable of cutting, n.e.c. in heading no. 8468",No UCC match found above confidence threshold
HS6,847751,Machinery; for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,No UCC match found above confidence threshold
HS6,848050,Moulds; for glass,No UCC match found above confidence threshold
HS6,848110,"Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like",No UCC match found above confidence threshold
HS6,848130,"Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like",No UCC match found above confidence threshold
HS6,848140,"Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like",No UCC match found above confidence threshold
HS6,848210,Ball bearings,No UCC match found above confidence threshold
HS6,848220,"Bearings; tapered roller bearings, including cone and tapered roller assemblies",No UCC match found above confidence threshold
HS6,848230,Bearings; spherical roller bearings,No UCC match found above confidence threshold
HS6,848240,Bearings; needle roller bearings,No UCC match found above confidence threshold
HS6,848250,Bearings; cylindrical roller bearings n.e.c. in heading no. 8482,No UCC match found above confidence threshold
HS6,848280,"Bearings; n.e.c. in heading no. 8482, including combined ball/roller",No UCC match found above confidence threshold
HS6,848320,"Bearing housings, incorporating ball or roller bearings",No UCC match found above confidence threshold
HS6,848330,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings",No UCC match found above confidence threshold
HS6,848350,"Pulleys and flywheels, including pulley blocks",No UCC match found above confidence threshold
HS6,848360,Clutches and shaft couplings (including universal joints),No UCC match found above confidence threshold
HS6,848420,Seals; mechanical,No UCC match found above confidence threshold
HS6,850161,"Generators; AC generators, (alternators), of an output not exceeding 75kVA",No UCC match found above confidence threshold
HS6,850410,Discharge lamps or tubes; ballasts therefor,No UCC match found above confidence threshold
HS6,850520,"Magnets; electro-magnetic couplings, clutches and brakes",No UCC match found above confidence threshold
HS6,850610,"Cells and batteries; primary, manganese dioxide",No UCC match found above confidence threshold
HS6,850630,"Cells and batteries; primary, mercuric oxide",No UCC match found above confidence threshold
HS6,850650,"Cells and batteries; primary, lithium",No UCC match found above confidence threshold
HS6,850660,"Cells and batteries; primary, air-zinc",No UCC match found above confidence threshold
HS6,851761,Base stations,No UCC match found above confidence threshold
HS6,851821,"Loudspeakers; single, mounted in their enclosures",No UCC match found above confidence threshold
HS6,851822,"Loudspeakers; multiple, mounted in the same enclosure",No UCC match found above confidence threshold
HS6,851829,Loudspeakers; not mounted in their enclosures,No UCC match found above confidence threshold
HS6,852610,Radar apparatus,No UCC match found above confidence threshold
HS6,852869,"Projectors; n.e.c. in subheading 8528.62, whether or not colour",No UCC match found above confidence threshold
HS6,853670,"Connectors for optical fibres, optical fibre bundles or cables",No UCC match found above confidence threshold
HS6,853910,Lamps; sealed beam units,No UCC match found above confidence threshold
HS6,853931,"Lamps; discharge, (excluding ultra-violet), fluorescent, hot cathode",No UCC match found above confidence threshold
HS6,853939,"Lamps; discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)",No UCC match found above confidence threshold
HS6,853949,"Lamps; ultra-violet or infra-red lamps, (excluding arc-lamps)",No UCC match found above confidence threshold
HS6,853950,Lamps; light-emitting diode (LED) lamps,No UCC match found above confidence threshold
HS6,854060,"Tubes; cathode ray, n.e.c. in heading no. 8540",No UCC match found above confidence threshold
HS6,854071,"Tubes; microwave, magnetrons, excluding grid-controlled tubes",No UCC match found above confidence threshold
HS6,854089,Valves and tubes; n.e.c. in heading no. 8540,No UCC match found above confidence threshold
HS6,860110,Rail locomotives; powered from an external source of electricity,No UCC match found above confidence threshold
HS6,870120,"Tractors; road, for semi-trailers",No UCC match found above confidence threshold
HS6,870130,Tractors; track-laying,No UCC match found above confidence threshold
HS6,871620,"Trailers and semi-trailers; self-loading or self-unloading, for agricultural purposes",No UCC match found above confidence threshold
HS6,871639,Trailers and semi-trailers; (other than tanker type),No UCC match found above confidence threshold
HS6,871640,Trailers and semi-trailers; n.e.c. in item no. 8716.3,No UCC match found above confidence threshold
HS6,880211,Helicopters; of an unladen weight not exceeding 2000kg,No UCC match found above confidence threshold
HS6,880212,Helicopters; of an unladen weight exceeding 2000kg,No UCC match found above confidence threshold
HS6,890120,Tankers,No UCC match found above confidence threshold
HS6,890400,Tugs and pusher craft,No UCC match found above confidence threshold
HS6,890510,Dredgers,No UCC match found above confidence threshold
HS6,890610,Vessels; warships,No UCC match found above confidence threshold
HS6,900110,"Optical fibres, optical fibre bundles and cables; excluding those of heading no. 8544",No UCC match found above confidence threshold
HS6,900410,"Sunglasses; corrective, protective or other",No UCC match found above confidence threshold
HS6,900490,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",No UCC match found above confidence threshold
HS6,900510,Binoculars,No UCC match found above confidence threshold
HS6,901110,"Microscopes, compound optical; stereoscopic microscopes",No UCC match found above confidence threshold
HS6,901120,"Microscopes, compound optical; for photomicrography, cinephotomicrography or microprojection",No UCC match found above confidence threshold
HS6,901180,"Microscopes, compound optical; (other than stereoscopic and microscopes for photomicrography, cinephotomicrography or microprojection)",No UCC match found above confidence threshold
HS6,901210,Microscopes (excluding optical microscopes); diffraction apparatus,No UCC match found above confidence threshold
HS6,901320,Lasers; other than laser diodes,No UCC match found above confidence threshold
HS6,901510,Rangefinders,No UCC match found above confidence threshold
HS6,901600,"Balances; of a sensitivity of 5cg or better, with or without weights",No UCC match found above confidence threshold
HS6,902230,X-ray tubes,No UCC match found above confidence threshold
HS6,902730,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)",No UCC match found above confidence threshold
HS6,902810,"Meters; gas, supply or production meters, including calibrating meters thereof",No UCC match found above confidence threshold
HS6,902820,"Meters; liquid supply or production meters, including calibrating meters thereof",No UCC match found above confidence threshold
HS6,902830,"Meters; electricity supply or production meters, including calibrating meters thereof",No UCC match found above confidence threshold
HS6,902910,"Meters and counters; revolution counters, production counters, taximeters, mileometers, pedometers and the like",No UCC match found above confidence threshold
HS6,902920,Meters; speed indicators and tachometers; stroboscopes,No UCC match found above confidence threshold
HS6,903020,Oscilloscopes and oscillographs,No UCC match found above confidence threshold
HS6,903120,Test benches,No UCC match found above confidence threshold
HS6,930110,"Military weapons; artillery weapons (e.g. guns, howitzers, and mortars)",No UCC match found above confidence threshold
HS6,930120,"Military weapons; rocket launchers, flame-throwers, grenade launchers, torpedo tubes and similar projectors",No UCC match found above confidence threshold
HS6,930190,"Military weapons; other than revolvers, pistols, and arms of heading 9307, n.e.c. in heading 9301",No UCC match found above confidence threshold
HS6,930200,Revolvers and pistols; other than those of heading no. 9303 or 9304,No UCC match found above confidence threshold
HS6,930310,Firearms; muzzle-loading,No UCC match found above confidence threshold
HS6,930390,Firearms; n.e.c. in heading no. 9303,No UCC match found above confidence threshold
HS6,930400,"Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307",No UCC match found above confidence threshold
HS6,930690,Ammunition; n.e.c. in chapter 93,No UCC match found above confidence threshold
HS6,940152,Seats; of bamboo,No UCC match found above confidence threshold
HS6,940153,Seats; of rattan,No UCC match found above confidence threshold
HS6,940159,"Seats; of cane, osier or similar materials, other than bamboo or rattan",No UCC match found above confidence threshold
HS6,940430,Sleeping bags,No UCC match found above confidence threshold
HS6,940560,"Illuminated signs, name plates and the like",No UCC match found above confidence threshold
HS6,950611,Skis; for snow,No UCC match found above confidence threshold
HS6,950612,Ski-fastenings (ski-bindings); for snow-skis,No UCC match found above confidence threshold
HS6,950632,Golf balls,No UCC match found above confidence threshold
HS6,950659,"Tennis, badminton and similar racquets; whether or not strung",No UCC match found above confidence threshold
HS6,960321,Brushes; toothbrushes,No UCC match found above confidence threshold
HS6,960810,Pens; ball point,No UCC match found above confidence threshold
HS6,960820,Pens; felt tipped and other porous-tipped pens and markers,No UCC match found above confidence threshold
HS6,960830,"Pens; fountain, stylograph and other pens",No UCC match found above confidence threshold
HS6,960840,Pencils; propelling or sliding,No UCC match found above confidence threshold
HS6,960860,"Pens; ball-point, refills comprising the ball point and ink-reservoir",No UCC match found above confidence threshold
HS6,960891,Pens; nibs and nib points,No UCC match found above confidence threshold
HS6,960910,Pencils and crayons; with leads encased in rigid sheath,No UCC match found above confidence threshold
HS6,960920,Pencil leads; black or coloured,No UCC match found above confidence threshold
HS6,960990,"Pastels, drawing charcoals, writing or drawing chalks, tailors' chalk",No UCC match found above confidence threshold
HS6,961000,"Slates and boards; with writing or drawing surfaces, whether or not framed",No UCC match found above confidence threshold
HS6,961220,"Ink pads; whether or not inked, with or without boxes",No UCC match found above confidence threshold
HS6,970200,"Engravings, prints and lithographs; original",No UCC match found above confidence threshold
HS6,970500,"Collections and collectors' pieces; of zoological, botanical, mineralogical, anatomical, historical, archaeological, palaeontological, ethnographic or numismatic interest",No UCC match found above confidence threshold
HS6,970600,Antiques; of an age exceeding one hundred years,No UCC match found above confidence threshold
UCC,002120,OTHER NONHEALTH INSURANCE,SERVICE (excluded from matching)
UCC,005420,"FINANCE, LATE, INTEREST CHARGES FOR CREDIT CARDS",SERVICE (excluded from matching)
UCC,005520,"FINANCE, LATE, INTEREST CHARGES FOR STUDENT LOANS",SERVICE (excluded from matching)
UCC,005620,"FINANCE, LATE, INTEREST CHARGES FOR OTHER LOANS",SERVICE (excluded from matching)
UCC,020410,CAKES AND CUPCAKES,No HS6 match found above confidence threshold
UCC,020510,COOKIES,No HS6 match found above confidence threshold
UCC,020610,CRACKERS,No HS6 match found above confidence threshold
UCC,020820,"PIES, TARTS, TURNOVERS",No HS6 match found above confidence threshold
UCC,030210,CHUCK ROAST,No HS6 match found above confidence threshold
UCC,030310,ROUND ROAST,No HS6 match found above confidence threshold
UCC,030410,OTHER ROAST,No HS6 match found above confidence threshold
UCC,050110,FRANKFURTERS,No HS6 match found above confidence threshold
UCC,050210,"BOLOGNA, LIVERWURST, SALAMI",No HS6 match found above confidence threshold
UCC,130310,CANNED FRUITS,No HS6 match found above confidence threshold
UCC,170532,BOTTLED WATER,SERVICE (excluded from matching)
UCC,180611,PREPARED SALADS,No HS6 match found above confidence threshold
UCC,180612,PREPARED DESSERTS,No HS6 match found above confidence threshold
UCC,190111,"LUNCH AT FAST FOOD, TAKE-OUT, DELIVERY, CONCESSION",SERVICE (excluded from matching)
UCC,190112,LUNCH AT FULL SERVICE RESTAURANTS,SERVICE (excluded from matching)
UCC,190114,LUNCH AT EMPLOYER AND SCHOOL CAFETERIAS,No HS6 match found above confidence threshold
UCC,190211,"DINNER AT FAST FOOD, TAKE-OUT, DELIVERY, CONCESSIO",SERVICE (excluded from matching)
UCC,190212,DINNER AT FULL SERVICE RESTAURANTS,SERVICE (excluded from matching)
UCC,190214,DINNER AT EMPLOYER AND SCHOOL CAFETERIAS,No HS6 match found above confidence threshold
UCC,190311,"SNACKS AND NONALCOHOLIC BEVERAGES AT FAST FOOD,",SERVICE (excluded from matching)
UCC,190312,SNACKS AND NONALCOHOLIC BEVERAGES AT FULL SERVICE,SERVICE (excluded from matching)
UCC,190313,SNACKS AND NONALCOHOLIC BEVERAGES AT VENDING,No HS6 match found above confidence threshold
UCC,190314,SNACKS AND NONALCOHOLIC BEVERAGES AT EMPLOYER AND,No HS6 match found above confidence threshold
UCC,190321,"BREAKFAST AND BRUNCH AT FAST FOOD, TAKE-OUT,",SERVICE (excluded from matching)
UCC,190322,BREAKFAST AND BRUNCH AT FULL SERVICE RESTAURANTS,SERVICE (excluded from matching)
UCC,190324,BREAKFAST AND BRUNCH AT EMPLOYER AND SCHOOL,No HS6 match found above confidence threshold
UCC,190902,CATERED AFFAIRS,SERVICE (excluded from matching)
UCC,200511,"BEER AND ALE AT FAST FOOD, TAKE-OUT, DELIVERY,",SERVICE (excluded from matching)
UCC,200512,BEER AND ALE AT FULL SERVICE RESTAURANTS,SERVICE (excluded from matching)
UCC,200516,BEER AND ALE AT CATERED AFFAIRS,SERVICE (excluded from matching)
UCC,200521,"WINE AT FAST FOOD, TAKE-OUT, DELIVERY, CONCESSION",SERVICE (excluded from matching)
UCC,200522,WINE AT FULL SERVICE RESTAURANTS,SERVICE (excluded from matching)
UCC,200526,WINE AT CATERED AFFAIRS,SERVICE (excluded from matching)
UCC,200531,"OTHER ALCOHOLIC BEVERAGES AT FAST FOOD, TAKE-OUT,",SERVICE (excluded from matching)
UCC,200532,OTHER ALCOHOLIC BEVERAGES AT FULL SERVICE RESTAURANT,SERVICE (excluded from matching)
UCC,200536,OTHER ALCOHOLIC BEVERAGES AT CATERED AFFAIRS,SERVICE (excluded from matching)
UCC,200900,ALCOHOLIC BEVERAGES PURCHASED ON TRIPS,No HS6 match found above confidence threshold
UCC,210110,RENT,SERVICE (excluded from matching)
UCC,210210,LODGING ON OUT-OF-TOWN TRIPS,No HS6 match found above confidence threshold
UCC,210310,HOUSING WHILE ATTENDING SCHOOL,No HS6 match found above confidence threshold
UCC,210901,GROUND RENT,SERVICE (excluded from matching)
UCC,210902,GROUND RENT,SERVICE (excluded from matching)
UCC,220121,HOMEOWNERS INSURANCE,SERVICE (excluded from matching)
UCC,220122,HOMEOWNERS INSURANCE,SERVICE (excluded from matching)
UCC,220211,PROPERTY TAXES,SERVICE (excluded from matching)
UCC,220212,PROPERTY TAXES,SERVICE (excluded from matching)
UCC,220311,MORTGAGE INTEREST,SERVICE (excluded from matching)
UCC,220312,MORTGAGE INTEREST,SERVICE (excluded from matching)
UCC,220313,"INTEREST PAID, HOME EQUITY LOAN",SERVICE (excluded from matching)
UCC,220314,"INTEREST PAID, HOME EQUITY LOAN",SERVICE (excluded from matching)
UCC,230113,PLUMBING AND WATER HEATING,SERVICE (excluded from matching)
UCC,230117,"DISHWASHERS (BUILT-IN), GARBAGE DISPOSALS, RANGE",No HS6 match found above confidence threshold
UCC,230118,"DISHWASHERS (BUILT-IN), GARBAGE DISPOSALS, RANGE",No HS6 match found above confidence threshold
UCC,230141,REPAIR OF BUILT-IN APPLIANCES,SERVICE (excluded from matching)
UCC,230142,REPAIR OF BUILT-IN APPLIANCES,SERVICE (excluded from matching)
UCC,230150,REPAIR OR MAINTENANCE SERVICES,SERVICE (excluded from matching)
UCC,230151,OTHER REPAIR AND MAINTENANCE SERVICES,SERVICE (excluded from matching)
UCC,230152,REPAIR AND REMODELING SERVICES,SERVICE (excluded from matching)
UCC,240222,"MATERIALS FOR PATIO, WALK, FENCE, DRIVEWAY,",No HS6 match found above confidence threshold
UCC,240223,"MATERIAL FOR PATIO, WALK, FENCE, DRIVE,",No HS6 match found above confidence threshold
UCC,240312,PLUMBING SUPPLIES AND EQUIPMENT,No HS6 match found above confidence threshold
UCC,240313,PLUMBING SUPPLIES AND EQUIPMENT,No HS6 match found above confidence threshold
UCC,250111,FUEL OIL (RENTER),SERVICE (excluded from matching)
UCC,250112,FUEL OIL (OWNED HOME),No HS6 match found above confidence threshold
UCC,250113,FUEL OIL (OWNED VACATION),No HS6 match found above confidence threshold
UCC,250114,FUEL OIL (RENTED VACATION),SERVICE (excluded from matching)
UCC,250211,"GAS, BTLD/TANK (RENTER)",SERVICE (excluded from matching)
UCC,250212,"GAS, BTLD/TANK (OWNED HOME)",SERVICE (excluded from matching)
UCC,250213,"GAS, BTLD/TANK (OWNED VACATION)",SERVICE (excluded from matching)
UCC,250214,"GAS, BTLD/TANK (RENTED VACATION)",SERVICE (excluded from matching)
UCC,250911,"COAL, WOOD, OTHER FUELS (RENTER)",SERVICE (excluded from matching)
UCC,250914,"COAL, WOOD, OTHER FUELS (RENTED VACATION)",SERVICE (excluded from matching)
UCC,260111,ELECTRICITY (RENTER),SERVICE (excluded from matching)
UCC,260112,ELECTRICITY (OWNED HOME),SERVICE (excluded from matching)
UCC,260113,ELECTRICITY (OWNED VACATION),SERVICE (excluded from matching)
UCC,260114,ELECTRICITY (RENTED VACATION),SERVICE (excluded from matching)
UCC,260211,UTILITY-NATURAL GAS (RENTER),SERVICE (excluded from matching)
UCC,260212,UTILITY-NATURAL GAS (OWNED HOME),SERVICE (excluded from matching)
UCC,260213,UTILITY-NATURAL GAS (OWNED VACATION),SERVICE (excluded from matching)
UCC,260214,UTILITY-NATURAL GAS (RENTED VACATION),SERVICE (excluded from matching)
UCC,270102,CELLULAR PHONE SERVICE,SERVICE (excluded from matching)
UCC,270211,WATER/SEWER MAINT. (RENTER),SERVICE (excluded from matching)
UCC,270212,WATER/SEWER MAINT. (OWNED HOME),SERVICE (excluded from matching)
UCC,270213,WATER/SEWER MAINT. (OWNED VACATION),SERVICE (excluded from matching)
UCC,270214,WATER/SEWER MAINT. (RENTED VACATION),SERVICE (excluded from matching)
UCC,270310,CABLE AND SATELLITE TELEVISION SERVICES,SERVICE (excluded from matching)
UCC,270311,SATELLITE RADIO SERVICE,SERVICE (excluded from matching)
UCC,270411,TRASH/GARB. COLL. (RENTER),SERVICE (excluded from matching)
UCC,270412,TRASH/GARB. COLL. (OWNED HOME),No HS6 match found above confidence threshold
UCC,270413,TRASH/GARB. COLL. (OWNED VACATION),No HS6 match found above confidence threshold
UCC,270414,TRASH/GARB. COLL. (RENTED VACATION),SERVICE (excluded from matching)
UCC,270901,SEPTIC TANK CLEAN. (RENTER),SERVICE (excluded from matching)
UCC,270902,SEPTIC TANK CLEAN. (OWNED HOME),No HS6 match found above confidence threshold
UCC,270903,SEPTIC TANK CLEAN. (OWNED VACATION),No HS6 match found above confidence threshold
UCC,270904,SEPTIC TANK CLEAN. (RENTED VACATION),SERVICE (excluded from matching)
UCC,290320,LIVING ROOM TABLES,No HS6 match found above confidence threshold
UCC,300111,"REFRIGERATORS, FREEZERS (RENTER)",SERVICE (excluded from matching)
UCC,300216,CLOTHES WASHER OR DRYER (RENTER),SERVICE (excluded from matching)
UCC,300311,"COOKING STOVES, OVENS (RENTER)",SERVICE (excluded from matching)
UCC,300312,"COOKING STOVES, OVENS (OWNED HOME)",No HS6 match found above confidence threshold
UCC,300321,MICROWAVE OVENS (RENTER),SERVICE (excluded from matching)
UCC,300331,PORTABLE DISHWASHER (RENTER),SERVICE (excluded from matching)
UCC,300332,PORTABLE DISHWASHER (OWNED HOME),No HS6 match found above confidence threshold
UCC,300411,WINDOW AIR CONDITIONERS (RENTER),SERVICE (excluded from matching)
UCC,300412,WINDOW AIR CONDITIONERS (OWNED HOME),No HS6 match found above confidence threshold
UCC,310243,"RENTAL, STREAMING, DOWNLOADING VIDEO",SERVICE (excluded from matching)
UCC,310312,PHONOGRAPHS,No HS6 match found above confidence threshold
UCC,310315,DIGITAL MEDIA PLAYERS AND RECORDERS,No HS6 match found above confidence threshold
UCC,310334,SATELLITE DISHES,No HS6 match found above confidence threshold
UCC,310340,"CDS, RECORDS, AUDIO TAPES",No HS6 match found above confidence threshold
UCC,310350,"STREAMING, DOWNLOADING AUDIO",No HS6 match found above confidence threshold
UCC,320130,INFANTS'' EQUIPMENT,No HS6 match found above confidence threshold
UCC,320330,FLATWARE,No HS6 match found above confidence threshold
UCC,320370,NONELECTRIC COOKWARE,No HS6 match found above confidence threshold
UCC,320430,OTHER HARDWARE,No HS6 match found above confidence threshold
UCC,320611,"MATERIAL FOR INSULATION, OTHER MAINTENANCE AND",SERVICE (excluded from matching)
UCC,320612,"MATERIAL FOR INSULATION, OTHER MAINTENANCE AND",SERVICE (excluded from matching)
UCC,320613,"MATERIAL FOR INSULATION, OTHER MAINTENANCE",SERVICE (excluded from matching)
UCC,320624,"FLOORING INSTALLATION, REPAIR, REPLACEMENT",SERVICE (excluded from matching)
UCC,320625,"FLOORING INSTALLATION, REPAIR, REPLACEMENT",SERVICE (excluded from matching)
UCC,320626,"FLOORING INSTALLATION, REPAIR, REPLACEMENT",SERVICE (excluded from matching)
UCC,320631,MATERIAL FOR LANDSCAPE MAINTENANCE,SERVICE (excluded from matching)
UCC,320632,MATERIALS FOR LANDSCAPING MAINTENANCE,SERVICE (excluded from matching)
UCC,320633,MATERIALS FOR LANDSCAPING MAINTENANCE,SERVICE (excluded from matching)
UCC,330511,TERMITE/PEST CONTROL PRODUCTS,No HS6 match found above confidence threshold
UCC,340120,DELIVERY SERVICES,SERVICE (excluded from matching)
UCC,340310,HOUSEKEEPING SERVICES,SERVICE (excluded from matching)
UCC,340410,"GARDENING, LAWN CARE SERVICE",SERVICE (excluded from matching)
UCC,340420,WATER SOFTENING SERVICE,SERVICE (excluded from matching)
UCC,340520,"HOUSEHOLD LAUNDRY AND DRY CLEANING, SENT OUT",No HS6 match found above confidence threshold
UCC,340610,"REPAIR OF TV, RADIO, AND SOUND EQUIPMENT",SERVICE (excluded from matching)
UCC,340620,"APPLIANCE REPAIR, INCLUDING SERVICE CENTER",SERVICE (excluded from matching)
UCC,340630,"REUPHOLSTERING, FURNITURE REPAIR",SERVICE (excluded from matching)
UCC,340901,"REPAIRS/RENTALS OF LAWN AND GARDEN EQUIPMENT, HAND O",SERVICE (excluded from matching)
UCC,340902,RENTAL OF TELEVISIONS,SERVICE (excluded from matching)
UCC,340903,OTHER HOME SERVICES,SERVICE (excluded from matching)
UCC,340904,RENTAL OF FURNITURE,SERVICE (excluded from matching)
UCC,340905,"RENTAL OF VCR, RADIO, AND SOUND EQUIPMENT",SERVICE (excluded from matching)
UCC,340907,APPLIANCE RENTAL,SERVICE (excluded from matching)
UCC,340908,RENTAL OF OFFICE EQUIPMENT FOR NONBUSINESS USE,SERVICE (excluded from matching)
UCC,340911,MANAGEMENT AND UPKEEP SERVICES FOR SECURITY,SERVICE (excluded from matching)
UCC,340912,MANAGEMENT AND UPKEEP SERVICES FOR SECURITY,SERVICE (excluded from matching)
UCC,340913,REPAIR OF MISCELLANEOUS HOUSEHOLD EQUIPMENT AND,SERVICE (excluded from matching)
UCC,340914,SERVICES FOR TERMITE/PEST CONTROL,SERVICE (excluded from matching)
UCC,340915,HOME SECURITY SYSTEM SERVICE FEE,SERVICE (excluded from matching)
UCC,350110,TENANT''S INSURANCE,SERVICE (excluded from matching)
UCC,360110,MEN''S SUITS,No HS6 match found above confidence threshold
UCC,360311,MEN''S UNDERWEAR,No HS6 match found above confidence threshold
UCC,360312,MEN''S HOSIERY,No HS6 match found above confidence threshold
UCC,360320,MEN''S NIGHTWEAR,No HS6 match found above confidence threshold
UCC,360360,MEN''S SWIMWEAR (NEW UCC Q20191),No HS6 match found above confidence threshold
UCC,360420,"MEN''S SHIRTS, SWEATERS, AND VESTS",No HS6 match found above confidence threshold
UCC,360513,MEN''S PANTS AND SHORTS,No HS6 match found above confidence threshold
UCC,360901,MEN''S UNIFORMS,No HS6 match found above confidence threshold
UCC,360902,MEN''S COSTUMES,No HS6 match found above confidence threshold
UCC,370211,BOYS'' UNDERWEAR,No HS6 match found above confidence threshold
UCC,370212,BOYS'' NIGHTWEAR,No HS6 match found above confidence threshold
UCC,370213,BOYS'' HOSIERY,No HS6 match found above confidence threshold
UCC,370360,BOYS'' SWIMWEAR (NEW UCC Q20191),No HS6 match found above confidence threshold
UCC,370902,BOYS'' COSTUMES,No HS6 match found above confidence threshold
UCC,370903,BOYS'' UNIFORMS,No HS6 match found above confidence threshold
UCC,380315,"WOMEN''S SWEATERS, SHIRTS, TOPS, VESTS",No HS6 match found above confidence threshold
UCC,380360,WOMEN''S SWIMWEAR (NEW UCC Q20191),No HS6 match found above confidence threshold
UCC,380410,WOMEN''S SLEEPWEAR,No HS6 match found above confidence threshold
UCC,380420,WOMEN''S UNDERGARMENTS,No HS6 match found above confidence threshold
UCC,380902,WOMEN''S UNIFORMS,No HS6 match found above confidence threshold
UCC,380903,WOMEN''S COSTUMES,No HS6 match found above confidence threshold
UCC,390223,"GIRLS'' SKIRTS, PANTS, AND SHORTS",No HS6 match found above confidence threshold
UCC,390310,GIRLS'' UNDERWEAR AND SLEEPWEAR,No HS6 match found above confidence threshold
UCC,390321,GIRLS'' HOSIERY,No HS6 match found above confidence threshold
UCC,390360,GIRLS'' SWIMWEAR (NEW UCC Q20191),No HS6 match found above confidence threshold
UCC,390901,GIRLS'' UNIFORMS,No HS6 match found above confidence threshold
UCC,390902,GIRLS'' COSTUMES,No HS6 match found above confidence threshold
UCC,410120,"INFANT DRESSES, OUTERWEAR",No HS6 match found above confidence threshold
UCC,410130,INFANT UNDERWEAR,No HS6 match found above confidence threshold
UCC,410140,"INFANT NIGHTWEAR, LOUNGEWEAR",No HS6 match found above confidence threshold
